@LOAD,9530,2012290200,2A6D30EB3D4E3D213C913DCB,1E2A35393C40,026124052522#
@LOAD,9530,2012290230,2A7E30F43D4E3D213C913DCB,1D2A35393C40,026124052522#
@LOAD,9530,2012290300,2A8731073D4E3D213C913DCB,1C2935393C40,026124052522#
@LOAD,9530,2012290330,2A8731073D4E3D193C913DD4,1B2834393C40,026124052522#
@LOAD,9530,2012290400,2A8731073D463D193C913DCB,1A2734393C40,026324052622#
@LOAD,9530,2012290430,2A8F31183D463D193C883DCB,1A2734393C40,026D24052622#
@LOAD,9530,2012290500,2A9731183D4E3D213C883DCB,1A2634393C40,027B24052522#
@LOAD,9530,2012290530,2AA131183D4E3D213C883DCB,192533393C40,027A24052622#
@LOAD,9530,2012290600,2AA931213D4E3D213C913DCB,192533393C40,027224052522#
@LOAD,9530,2012290630,2AB231213D4E3D213C883DCB,182433393C40,025F24052522#
@LOAD,9530,2012290700,2ABA31293D4E3D213C883DD4,182432393C40,026E24052722#
@LOAD,9530,2012290730,2ABA31293D553D213C883DCB,172332383C40,026E24052622#
@LOAD,9530,2012290800,2ABA31293D553D213C883DD4,172332383C40,027524052522#
@LOAD,9530,2012290830,2ACB31293D553D213C913DCB,172232383C40,026124052422#
@LOAD,9530,2012290900,2ACB313B3D5D3D293C883DCB,162232383C40,026124052522#
@LOAD,9530,2012290930,2AD5313B3D4E3D293C913DD4,162131383C40,026324052622#
@LOAD,9530,2012291000,2AD531443D553D213C883DCB,152131383C40,026724052522#
@LOAD,9530,2012291030,2AD5314D3D553D193C913DD4,152131383C40,027124052422#
@LOAD,9530,2012291100,2ACB31443D553D213C883DD4,182030383C40,026824052423#
@LOAD,9530,2012291130,2AA931443D4E3D213C883DCB,1C2030383C40,026724052623#
@LOAD,9530,2012291200,2AA131443D553D213C883DCB,202130383D41,026E24052523#
@LOAD,9530,2012291230,2A97313B3D5D3D293C883DCB,232230383D41,026624052523#
@LOAD,9530,2012291300,2A8731323D5D3D213C913DD4,27232F383D41,026024052423#
@LOAD,9530,2012291330,2A6431293D5D3D293C883DD4,2D252F373C40,025C24052423#
@LOAD,9530,2012291400,2A4B31183D4E3D293C913DD4,32272F373C40,026124052623#
@LOAD,9530,2012291430,2A3A31073D4E3D213C913DCB,38292F373C40,026124052623#
@LOAD,9530,2012291500,2A3A30F43D4E3D293C913DCB,3C2C2F373C40,025724052623#
@LOAD,9530,2012291530,2A4B30E33D463D293C913DCB,402F2F373C40,025724052523#
@LOAD,9530,2012291600,2A5330DA3D463D293C913DCB,42322F373C40,025924052523#
@LOAD,9530,2012291630,2A6D30C03D3E3D293C913DD4,433430373C40,025724052623#
@LOAD,9530,2012291700,2A8F30B73D2E3D313C913DCB,433630373C40,026124052523#
@LOAD,9530,2012291730,2ABA30B73D2E3D293C913DD4,433730373C40,026324052523#
@LOAD,9530,2012291800,2AF630AE3D273D293C913DCB,403831373C40,026624052523#
@LOAD,9530,2012291830,2B2B30C03D1F3D293C913DCB,3C3832373C40,027124052623#
@LOAD,9530,2012291900,2B5F30C03D183D293C913DD4,373832373C40,026D24052523#
@LOAD,9530,2012291930,2B7930C83CFF3D293C913DCB,343732373C40,026024052423#
@LOAD,9530,2012292000,2BA430DA3CF73D293C883DD4,313633373C40,026C24052522#
@LOAD,9530,2012292030,2BBD30E33CF03D293C883DCB,2E3533373C40,027024052522#
@LOAD,9530,2012292100,2BCF30F43CE83D293C913DCB,2B3433373C40,027024052622#
@LOAD,9530,2012292130,2BE930FD3CE83D213C883DCB,293234373C40,027C24052522#
@LOAD,9530,2012292200,2C0431073CE13D213C913DD4,273134373C40,027924052522#
@LOAD,9530,2012292230,2C0C31183CD93D213C913DD4,253034373C40,026F24052622#
@LOAD,9530,2012292300,2C1D31213CD23D193C913DD4,232E34373C40,026E24052522#
@LOAD,9530,2012292330,2C2631293CD23D193C883DD4,222D34373C40,026124052522#
@LOAD,9530,2012300000,2C3731293CD23D213C913DD4,202C34373B40,025E24052622#
@LOAD,9530,2012300030,2C5131323CC93D213C883DD4,1E2B34373B40,026024052522#
@LOAD,9530,2012300100,2C51313B3CD23D213C913DCB,1D2A34373B40,026024052422#
@LOAD,9530,2012300130,2C6231443CD23D193C913DCB,1C2933373B40,026124052622#
@LOAD,9530,2012300200,2C62314D3CD23D193C913DC3,1A2833373B40,026524052522#
@LOAD,9530,2012300230,2C7C31553CC93D193C883DC3,192733373B40,027024052522#
@LOAD,9530,2012300300,2C7C31553CC93D193C913DCB,182633373B40,027024052522#
@LOAD,9530,2012300330,2C8431663CC93D193C913DCB,172532373B40,027024052522#
@LOAD,9530,2012300400,2C9531703CC93D193C883DCB,162432373B40,026524052622#
@LOAD,9530,2012300430,2C9F31703CD23D113C883DCB,142332373B40,025C24052622#
@LOAD,9530,2012300500,2C9F31783CD23D193C913DCB,142332373B40,026424052522#
@LOAD,9530,2012300530,2CA731783CD93D193C913DCB,142232373B40,026824052522#
@LOAD,9530,2012300600,2CA731813CD93D193C883DCB,132131373B40,026924052522#
