@LOAD,21592,2101102000,1FD41C631D6324F52BEF1EFC,2F3135393C43,026922001022#
@LOAD,21592,2101102030,1FE31C631D6324F52BE71EFC,2F3135393C43,025A22000F22#
@LOAD,21592,2101102100,1FEA1C631D6B24F52BEF1EF3,2E3135393C43,026A22000F22#
@LOAD,21592,2101102130,1FE31C631D6B24F52BE71EF3,2E3135393C43,026522001222#
@LOAD,21592,2101102200,1FF21C631D7324F52BE71EFC,2E3135393C43,027422001322#
@LOAD,21592,2101102230,1FF91C631D6B24FD2BE71EF3,2D3135393C43,027422001222#
@LOAD,21592,2101102300,1FF91C631D7324FD2BE71EF3,2D3135393C43,027422001322#
@LOAD,21592,2101102330,20001C631D7324FD2BE71EFC,2D3135393C43,027422001222#
@LOAD,21592,2101110000,200A1C631D7324FD2BE71EF3,2C3135393C43,026B22001222#
@LOAD,21592,2101110030,20111C631D7324FD2BE71EFC,2C3135393C43,026922001322#
@LOAD,21592,2101110100,20111C6C1D7A24FD2BE01EFC,2B3135393C43,026922001222#
@LOAD,21592,2101110130,20201C6C1D7A24FD2BE01EF3,2B3235393C43,026C22001222#
@LOAD,21592,2101110200,20201C741D7A24FD2BE01EF3,2A3235393C43,027722001322#
@LOAD,21592,2101110230,20271C741D7A25062BE71EFC,2A3235393C43,027822001222#
@LOAD,21592,2101110300,20371C741D7A25062BE01EFC,293235393C43,027522001022#
@LOAD,21592,2101110330,203E1C7C1D7A25062BE01EF3,293235393C43,027B22001022#
@LOAD,21592,2101110400,203E1C7C1D7A25062BE01EF3,283235393C43,027822000E22#
@LOAD,21592,2101110430,204D1C741D7A25062BE01EF3,283135393C43,027B22000F22#
@LOAD,21592,2101110500,204D1C7C1D7A25062BE01EFC,273135393C43,027422000E22#
@LOAD,21592,2101110530,20551C7C1D8125062BE01EFC,273135393C43,027422001022#
@LOAD,21592,2101110600,20551C841D81250E2BE01EFC,263135393C43,027222000F22#
@LOAD,21592,2101110630,20631C841D7A250E2BE01EF3,263135393C43,027822001022#
@LOAD,21592,2101110700,206C1C841D81250E2BE01EFC,253135393C43,027722000F22#
@LOAD,21592,2101110730,206C1C8C1D81250E2BD81EFC,253135393C43,027122000F22#
@LOAD,21592,2101110800,20731C8C1D8125152BE01EF3,243135383C42,027422001022#
@LOAD,21592,2101110830,20821C8C1D81250E2BE01EF3,233135383C42,027C22000E22#
